CODIGO_ANTERIOR,MUNICIPIO,PERSONA_PRESTADORA,NOMBRE_SISTEMA,ARO,FECHA_VISITA_1_2,CONCEPTO_1_2,FUNCIONARIO_1_2,IRCA_1_2,OBSERVACION_1_2,COMPONENTE_AFECTADO,INTERVENCION_SUGERIDA,HALLAZGO_CLAVE,FECHA_MUESTREO_1_7,IRCA_1_7,CODIGO_LABORATORIO_1_7,RESULTADO_1_7,ESTADO_MUESTRA_1_7,PUNTO_MUESTREO_1_7,TIPO_ANALISIS_1_7,SOPORTE_SISA,TOTAL_VISITAS_1_2,TOTAL_MUESTREOS_1_7
40567,FLORIDA,ASOCIACION CAMPESINA PARA LA ADMINISTRACION DE LOS SERVICIOS BASICOS DEL CORREGIMIENTO DE LA DIANA MUNICIPIO DE FLORIDA VALLE - ASCORDI,ACUASALUD LA DIANA,3,2026-03-19,DESFAVORABLE,DIEGO FERNANDO MARMOLEJO CAMACHO,62.92,"SE REALIZA VISITA DEL ACUEDUCTO Y AL TRATAR DE INGRESAR A ZONA DEL RESGUARDO LOS CALEÑOS, LA COMUNIDAD INDIGENA NO PERMITE EL ACCESO, SE COMPROMETE LA JUNTA DEL ACUEDUCTO A TRAMITAR PERMISOS. SE INFORMA SOBRE MAL ESTADO DE LA BOCATOMA POR CRECIENTE DE LA QUEBRADA, QUE DAÑO LOS FILTROS Y SOCAVÓ BOCATOMA. SE REALIZA RECOMENDACIONES Y EDUCACION SANITARIA SOBRE LAS INFORMACIONES BRINDADAS POR LA JUNTA ADMINISTRADORA DEL ACUEDUCTO. SE DEBEN DAR CUMPLIMIENTO A LAS OBSERVACIONES 1.2 - 1.2 -1.3 -1.4 (IRABA) Y DE 2.1 A 4.8 (BPS. SE REALIZA EDUACACION SANITARIA EN EL DECRETO DEPARTAMENTAL 0294/2016 SOBRE CRIADERO DE AEDES.",Tratamiento,Tratamiento / filtración,"filtro. También menciona: Captación / bocatoma, Protección sanitaria / fuente",2026-03-10,21.58,20260310-7132-VIG,Aceptada,Cerrado,1803,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
37533,FLORIDA,ASOCIACION COMUNITARIA DE USUARIOS DEL ACUEDUCTO DE LOS CORREGIMIENTOS EL TAMBORAL LA UNION Y EL AGRADO FLORIDA VALLE - AUNITAMBO,AUNITAMBO,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-04,0.00,20260304-7041-VIG,Aceptada,Abierto,0081,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
36852,FLORIDA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO EL PEDREGAL E.S.P. - PRIMERA ETAPA,EL PEDREGAL PRIMERA ETAPA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-23,,20260623-9039-VIG,Aceptada,Abierto,1503,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
31392,FLORIDA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO ACUALLANITO E.S.P EN LIQUIDACION,ACUALLANITO,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-04,0.00,20260304-7057-VIG,Aceptada,Cerrado,1202,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
104021,FLORIDA,JUNTA ADMINISTRADORA DE ACUEDUCTO SANTODOMINGO PARTE BAJA,,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-04,79.14,20260304-7056-VIG,Aceptada,Cerrado,2503,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
37018,FLORIDA,JUNTA DE ACCIÓN COMUNAL EL PEDREGAL SEGUNDA ETAPA,EL PEDREGAL SEGUNDA ETAPA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-23,,20260623-9038-VIG,Aceptada,Abierto,0152,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
127149,GINEBRA,ACUEDUCTO BARRIO EL JARDÍN - CORREGIMIENTO COSTA RICA (ACUEDUCTO EL PIÑAL),ACUEDUCTO EL PIÑAL,3,2026-05-20,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,54.17,SE DEBE REALIZAR UN PLAN DE MEJORAMIENTO PARA SUBSANAR LOS SIGUIENTES NUMERALES DE LA PRESENTE ACTA: -1.2 -2.1 -3.1 -4.1 -1.1 -2.2 -3.2 -4.2 -1.3 -2.3 -3.3 -4.3 -2.4 -4.5 -4.6 -4.8,Gestión administrativa,Gestión administrativa,plan de mejoramiento,2026-02-18,84.21,20260218-6784-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
121406,GINEBRA,ACUEDUCTO COMUNITARIO ALTAMIRA,,3,2026-06-12,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,71.37,REALIZAR UN PLAN DE MEJORAMIENTO PARA SUBSANAR LOS SIGUIENTES NUMERALES DE LA PRESENTE ACTA: -1.1 -2.1 -3.1 -4.1 -1.2 -2.2 -3.2 -4.2 -1.3 -2.3 -3.3 -4.3 -2.4 -4.5 -2.5 -4.6 -4.8,Gestión administrativa,Gestión administrativa,plan de mejoramiento,,,,,,,,Visita 1.2,1,0
114168,GINEBRA,ACUEDUCTO COMUNITARIO CANAIMA,ACUEDUCTO COMUNITARIO CANAIMA,3,2026-04-20,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,94.57,Se debe realizar un plan de mejoramiento para subsanar los numerales: -1.1 No realiza filtración ni desinfección -1.2 No cuenta -1.4 24 horas -2.1 El sistema solo cuenta con bocatoma-Desarenador y tanque de almacenamiento -2.2 No cuenta -2.3 No cuenta -2.4 No se realiza -2.5 No cuenta -3.1 Cuenta con ventosas solo en aducción -3.2 No cuenta con certificación Sena -3.3 Sin equipos - No están materializados -4.1 No se llena bitácora -4.2 No se realiza -4.3 Sin procedimiento -4.4 Teléfono móvil -4.5 No cuenta -4.6 No se lleva registro -4.8 No se documenta,Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",,,,,,,,Visita 1.2,1,0
147289,GINEBRA,ACUEDUCTO LA MARIA - GINEBRA,LA MARIA,3,2026-05-15,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,56.73,"Realizar un plan de mejoramiento para subsanar los siguientes numerales: 1,1 2,1 3,1 4,1 1,2 2,2 3,2 4,2 1,3 2,3 3,3 4,3 2,4 4,5 2,5 4,6 4,8",Gestión administrativa,Gestión administrativa,plan de mejoramiento,,,,,,,,Visita 1.2,1,0
110067,GINEBRA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL SERVICIO DE VEREDA COMINAL,,3,2026-06-19,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,73.38,REALIZAR UN PLAN DE MEJORAMIENTO PARA SUBSANAR LOS SIGUIENTES NUMERALES:,Gestión administrativa,Gestión administrativa,plan de mejoramiento,,,,,,,,Visita 1.2,1,0
122748,GINEBRA,"ASOCIACION COMUNITARIA DEL SERVICIO DE ACUEDUCTO Y ALCANTARILLADO BARRIO PUEBLO NUEVO, COSTA RICA, GINEBRA, VALLE - JUNCOSERVA",JUNCOSERVA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-02-18,31.58,20260218-6787-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
87884,GINEBRA,ASOCIACIÓN DE USUARIOS ACUEDUCTO COLECTIVO EL JARDÍN,ACUEDUCTO COLECTIVO - EL JARDIN,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-19,56.74,20260519-8415-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
66826,GINEBRA,ASOCIACIÓN DE USUARIOS ACUEDUCTO RURAL COMUNITARIO COCUYOS,,3,2026-06-19,FAVORABLE CON REQUERIMIENTOS,DIEGO ANDRES SANCHEZ MUÑOZ,22.90,"SE DEBE REALIZAR UN PLAN DE MEJORAMIENTO PARA SUBSANAR LOS NUMERALES DE LA PRESENTE ACTA: -1.1, 1.2, 1.3 -2.1, 2.2, 2.3, 2.4, 2.5 -3.1, 3.2, 3.3 -4.1, 4.2, 4.3, 4.5, 4.6, 4.8",Gestión administrativa,Gestión administrativa,plan de mejoramiento,,,,,,,,Visita 1.2,1,0
67235,GINEBRA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO LA SELVA - ASUACLAS,ACUEDUCTO LA SELVA - ASUACLAS,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-17,60.15,20260617-8953-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
67172,GINEBRA,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y/O ALCANTARILLADO Y/O ASEO DEL CORREGIMIENTO DE COSTA RICA - MUNICIPIO DE GINEBRA - ASUALCAN,ASUALCAN ESP,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-17,0.00,20260617-8963-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
66827,GINEBRA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA PATIO BONITO,ACUEDUCTO VEREDA PATIO BONITO,3,2026-05-26,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,94.57,Se debe realizar un plan de mejoramiento para subsanar los siguientes numerales de la presente acta: -1.1 -2.1 -3.3 -4.1 -1.3 -2.2 -4.2 -2.3 -4.5 -2.4 -4.6 -2.5 -4.8,Gestión administrativa,Gestión administrativa,plan de mejoramiento,2026-06-17,82.71,20260617-8952-VIG,Aceptada,Cerrado,0029,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
127141,GINEBRA,COMITE DE ACUEDUCTO PORTUGAL BAJO,ACUEDUCTO PORTUGAL BAJO,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-19,0.00,20260519-8413-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
66918,GINEBRA,JUNTA ADMINISTRADORA ACUEDUCTO CORREGIMIENTO JUNTAS,ACUEDUCTO JUNTAS,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-19,78.01,20260519-8416-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
66984,GINEBRA,JUNTA ADMINISTRADORA ACUEDUCTO LOMA GORDA,JUNTA ADMINISTRADORA ACUEDUCTO LOMA GORDA,3,2026-02-11,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,57.14,"Realizar un plan de mejoramiento para subsanar los siguientes numerales: 1,1 2,1 3,1 4,1 1,2 2,2 3,2 4,2 1,3 2,3 3,3 4,3 2,4 4,5 2,5 4,6 4,8",Gestión administrativa,Gestión administrativa,plan de mejoramiento,2026-03-02,79.14,20260302-6913-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
143790,GINEBRA,JUNTA ADMINISTRADORA ACUEDUCTO RURAL BETANIA,ACUEDUCTO BETANIA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-19,78.01,20260519-8414-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
66916,GINEBRA,JUNTA ADMINISTRADORA ACUEDUCTO VALLEDUPAR VALLENOBA,VALLENOBA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-17,60.15,20260617-8938-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
67419,GINEBRA,JUNTA ADMINISTRADORA DE ACUEDUCTO LA CUESTA LA NOVILLERA,PTAP LA CUESTA LA NOVILLERA,3,2026-05-08,DESFAVORABLE,DIEGO ANDRES SANCHEZ MUÑOZ,44.15,"Realizar plan de mejoramiento para subsanar los siguientes numerales de la presenta acta. 1,1 2,1 3,1 4,1 1,2 2,2 3,2 4,2 1,3 2,3 4,3 2,4 4,5 2,5 4,6",Gestión administrativa,Gestión administrativa,plan de mejoramiento,2026-02-18,31.58,20260218-6802-VIG,Aceptada,Cerrado,003,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
67724,GINEBRA,JUNTA ADMINISTRADORA DEL ACUEDUCTO LOS MEDIOS - ASOMEDIOS,ASOMEDIOS,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-17,60.15,20260617-8932-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
110951,GINEBRA,JUNTA DE ACCIÓN COMUNAL VEREDA LAS HERMOSAS,LAS HERMOSAS,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-19,56.74,20260519-8412-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
66917,GINEBRA,LA ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA BARRANCO BAJO - MUNICIPIO DE GINEBRA - DEPARTAMENTO DEL VALLE DEL CAUCA - ASUABA,ASUABA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-02-18,31.58,20260218-6800-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
121063,GUACARÍ,ACUEDUCTO INGENIO PICHICHI,PTAP INGENIO PICHICHI,3,2026-06-22,FAVORABLE,LAURA SOFIA LOPEZ CUNDUMI,0.00,1. Se recomienda capacitar a los fontaneros y personas relacionadas con mantenimiento de la planta. 2. Espacios libres de humo ley 1385 del 2009. 3. No se observa criaderos de zancudos decreto 0294 de 2016.,Protección sanitaria,Protección sanitaria / fuente,criadero. También menciona: Operación y mantenimiento,2026-04-27,0.00,20260427-7959-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
59620,GUACARÍ,ASOCIACION ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE PUENTE ROJO ACUASALUD PUENTE ROJO - ACUAPUERO,ACUAPUERO,3,2026-02-12,DESFAVORABLE,LAURA SOFIA LOPEZ CUNDUMI,51.42,1. Se recomienda certificar al fontanero en la norma laboral colombiana para operación y mantenimiento de Acueductos. 2. Adquirir comparador de cloro digital para el monitoreo constante d la dosificación del cloro. 3. No se evidencian criaderos de mosquitos/zancudos (decreto 0294/2016).,Desinfección,Desinfección / cloración,"cloro, dosificacion, dosificación. También menciona: Protección sanitaria / fuente, Operación y mantenimiento",2026-04-27,0.00,20260427-7967-VIG,Aceptada,Cerrado,0103,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
115056,GUACARÍ,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL PLACER MUNICIPIO DE GUACARI - ACOPLA,ACOPLA,3,2026-02-12,FAVORABLE CON REQUERIMIENTOS,LAURA SOFIA LOPEZ CUNDUMI,4.72,1. Se recomienda actualizar o realizar esquema del sistema de tratamiento. 2. Suspender desinfección cuando el agua del floculador se observe con alta turbiedad. 3. Monitorear turbiedad con turbidímetro. 4. No se observa criaderos de zancudos (Decreto 0294/2016). 5. Espacio libre de humo (Ley 1335 de 2009) – Ley 2354/2024. 6. El fontanero manifiesta interés en participar en capacitaciones y formar equipo con otra persona que apoye en estas labores.,Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Protección sanitaria / fuente",2026-04-27,23.26,20260427-7954-VIG,Aceptada,Cerrado,1202,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
101955,GUACARÍ,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO REGIONAL RURAL COMUNITARIO DE SANTA ROSA DE TAPIAS MUNICIPIO DE GUACARI DEPARTAMENTO DEL VALLE DEL CAUCA ACUATAPIAS,ACUATAPIAS,3,2026-02-11,DESFAVORABLE,LAURA SOFIA LOPEZ CUNDUMI,66.46,"1. La planta se encuentra totalmente dotada, sin embargo, debido a las dinámicas de consumo de la comunidad, los tanques de abastecimiento no permiten la continuidad del servicio. La alternativa más viable para poner en marcha las plantas de La Tesalia y La Cauchera es el control de consumo. Se recomienda instalar micro medición para esta actividad de igual manera se recomienda realizar un balance hídrico y estimación de caudal de consumo y pérdidas en red y el sistema antes de iniciar con la micro medición. 2. Espacio libre de humos ley 1335 de 2009. No se observan criaderos de zancudos de crédito 0294 de 2016.",Almacenamiento,Tanque / almacenamiento,"tanque. También menciona: Red / conducción, Protección sanitaria / fuente",2026-04-27,23.26,20260427-7942-VIG,Aceptada,Cerrado,0705,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
132973,GUACARÍ,"ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LOS CORREGIMIENTOS DE ALTO DE LA JULIA, LA MAGDALENA Y LA VEREDA DE CHAFALOTE - ASOJUMACHAGUA",ASOJUMACHAGUA,3,2026-02-11,DESFAVORABLE,LAURA SOFIA LOPEZ CUNDUMI,45.61,"• Se recomienda identificar puntos de pérdida de presión, conexiones erradas y pérdidas de volumen en tanque, desarenador y captación. • Espacio libre de humo (Ley 1335 de 2009) – Ley 2354 de 2026. • No se encuentran criaderos de zancudos decreto 0294 de 2016.",Captación,Captación / bocatoma,"captacion, captación, desarenador. También menciona: Tanque / almacenamiento, Red / conducción",2026-04-27,0.00,20260427-7945-VIG,Aceptada,Cerrado,0701,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
135213,LA CUMBRE,ACUEDUCTO COMUNITARIO CENTENARIO,ACUEDUCTO COMUNITARIO CENTENARIO,3,2026-02-02,FAVORABLE CON REQUERIMIENTOS,MAURICIO ALZATE DIAZ,31.01,"1. Se debe instalar medición de caudal y control de nivel del tanque de distribución. 2. Se debe instalar una escalera de acceso su vida al tanque para reducir el riesgo de caída del operador. 3. Se recomienda la documentación de lo realizado en el tanque y planos. 4. Se brinda socialización sobre el decreto 0294 2016 a la persona encargada. 5. Se recomienda evaluar la dosificación de cloro en el tanque, para precisar la dosis efectiva. 6.Tiene proyectado construir otro tanque después de la bocatoma.",Desinfección,Desinfección / cloración,"cloro, dosificacion, dosificación. También menciona: Captación / bocatoma, Tanque / almacenamiento",2026-06-24,,20260624-9052-VIG,Aceptada,Abierto,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,3
124273,LA CUMBRE,ACUEDUCTO INSTITUCIÓN EDUCATIVA LA LIBERTAD,ACUEDUCTO I.E. LA LIBERTAD,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-04-20,62.02,20260420-7793-VIG,Aceptada,Cerrado,0091,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
17834,LA CUMBRE,"ACUEDUCTO VERSA - ASOCIACION DE USUARIO DEL SERVICIO DEL ACUEDUCTO V.E.R.S.A. DE LAS VEREDAS,SAN JOSE Y AGUA CLARA MUNICIPIO DE YUMBO LA CUMBRE",VERSA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-10,91.73,20260610-8820-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
30200,LA CUMBRE,ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.,PTAP CUMBRE - DAGUA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-02-11,0.00,20260211-6677-VIG,Aceptada,Cerrado,5,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
33129,LA CUMBRE,ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO BITACO - ASCABI,ASCABI,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-25,0.00,20260525-8501-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
31840,LA CUMBRE,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO SAN JOSE DE PAVAS MUNICIPIO DE LA CUMBRE VALLE DEL CAUCA - ACAAPAVAS,ACAAPAVAS,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-26,0.00,20260526-8561-VIG,Aceptada,Cerrado,0041,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
34759,LA CUMBRE,ASOCIACION COMUNITARIA ALTO SANO EMPRESA DE SERVICIOS PUBLICOS - ASOALTOSANO E.S.P.,ASOALTOSANO E.S.P.,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-25,0.00,20260525-8486-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
42879,LA CUMBRE,"ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE LA VEREDA DE ZARAGOZA, CORREGIMIENTO DE BITACO, MUNICIPIO DE LA CUMBRE - AGUAZ",AGUAZ,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-25,0.00,20260525-8520-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
120854,LA CUMBRE,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE LA VEREDA PAVITAS,ACUEDUCTO PAVITAS,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-10,0.00,20260610-8818-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
37556,LA CUMBRE,"ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO VEREDAL UNIDO DEL CORREGIMIENTO DE JIGUALES, MUNICIPIO DE LA CUMBRE - ASOJIGUA",ASOJIGUA,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-12,0.00,20260512-8301-VIG,Aceptada,Cerrado,0093,Fisicoquimico y Microbiologico,Muestreo 1.7,0,3
129449,LA CUMBRE,ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO EL RETIRO - ASORETIRO,ACUEDUCTO COMUNITARIO EL RETIRO PARTE BAJA,3,2026-06-23,DESFAVORABLE,MAURICIO ALZATE DIAZ,69.59,"SE REALIZA VISITA DE INSPECCION Y VIGILANCIA, CONTROL A LA BOCATOMA Y TANQUE DE DISTRIBUCION. NO HAY CONTROL DE NIVEL EN TANQUE, NO CUENTA CON PROCESO DE FILTRACION, TANQUE NO CUENTA CON RESPIRADORES. NO SE OBSERVAN LARVAS EN BOCATOMA O SISTEMA, SE MENCIONA SOBRE EL DECRETO (0294/2016) CONTROL Y PREVENCION DE LARVAS. PUNTOS DE MUESTREO SIN MATERIALIZAR. NO HAY MACROMEDICION.",Tratamiento,Tratamiento / filtración,"filtracion, filtración. También menciona: Captación / bocatoma, Tanque / almacenamiento",2026-04-20,62.02,20260420-7805-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
40369,LA CUMBRE,ASOCIACIÓN DE SUSCRIPTORES Y USUARIOS DEL ACUEDUCTO DE PARRAGA Y MORALES,PTAP PARRAGA Y MORALES,3,2026-06-11,FAVORABLE CON REQUERIMIENTOS,MAURICIO ALZATE DIAZ,38.76,"Se realiza visita de IVC al sistema de tratamiento, tanques de almacenamiento, se observa sistema de desinfección operativo, se observa macromedidor en el punto de bombeo, tanques de distribución, cuenta con respiraderos.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-05-12,0.00,20260512-8291-VIG,Aceptada,Cerrado,0041,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
110064,LA CUMBRE,ASOCIACIÓN DE USUARIOS ACUEDUCTO CHICORAL ALTO - ASOCHICORAL,ASOCHICORAL,3,2026-03-18,DESFAVORABLE,MAURICIO ALZATE DIAZ,62.50,"SE EVIDENCIA UN SISTEMA DE TRATAMIENTO CON PH MENOR, TANQUE DE ALMACENAMIENTO CON RFESPIRADEROS, NO SE EVIDENCIA MACROMEDICION, TANQUE APROXIMADAMENTE DE 45 M3. NO SE TIENE IMPLEMENTADO SISTEMA DE DESINFECCION. ES IMPORTANTE DOCUMENTAR LAS ACTIVIDADES DEL PROCESO. *SE BRINDA SOCIALIZACION SOBRE EL DECRETO DEPARTAMENTAL 0294/2016 CONTROL Y PREVENCION DE LARVAS. *BOCATOMA CON ALTA PRESENCIA HOJARASCA EL SEÑOR FERNANDO DIAZ COMO PROPIETARIO DEL PREDIO, REQUIERE APOYO PARA QUE EL SISTEMA DE TRATAMIENTO PUEDA SER ADMINISTRATIVO.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",2026-06-10,0.00,20260610-8846-VIG,Aceptada,Cerrado,0102,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
32188,LA CUMBRE,ASOCIACION DE USUARIOS ANTIGUO ACUEDUCTO BITACO - SUANABIT,SUANABIT,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-25,29.79,20260525-8506-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
40368,LA CUMBRE,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA FE DEL MUNICIPIO DE LA CUMBRE DEPARTAMENTO DEL VALLE DEL CAUCA,ACUEDUCTO SANTA FE,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-25,0.00,20260525-8479-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
31839,LA CUMBRE,ASOCIACION DEL ACUEDUCTO DE LAS VEREDAS ARBOLEDAS Y CORDOBITAS - JUARCO,JUARCO,3,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-12,29.79,20260512-8287-VIG,Aceptada,Cerrado,8003,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
120698,LA CUMBRE,FUNDACION ECOLOGICA DE CHICORAL - FUNDECORAL,FUNDACIÓN ECOLÓGICA DE CHICORAL - FUNDECORAL,3,2026-03-12,DESFAVORABLE,MAURICIO ALZATE DIAZ,68.28,"El acueducto debe complementarse con unidades de proceso, desinfección, instalación de válvulas o mecanismos para control, debe contar con tanque cerrado que tenga respiraderos, para efectuar un proceso de tratamiento y distribución que garantice buena calidad de agua para suministro a sus usuarios. Se brinda socialización sobre decreto departamental 0244/2016. Debe implementar un plan de mejoramiento urgente.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-06-10,82.71,20260610-8845-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
