ID_SEDE_IRCA;COD_DANE;MUNICIPIO_BASE;NOMBRE_SEDE_BASE;MEN_COINCIDE;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_TOTAL_MATRICULA;MEN_LATITUD;MEN_LONGITUD;MEN_COORDENADA_VALIDA;USO_COORDENADA_MEN;USO_MATRICULA_MEN
461;276233000430;DAGUA;I.E. GUILLERMO VALENCIA SEDE SAN VICENTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
462;276233000243;DAGUA;I.E. EL PALMAR SEDE JOSE CELESTINO MUTIS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
463;276233000341;DAGUA;I.E. EL PALMAR SEDE TOMAS CIPRIANO DE MOSQUERA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;TOMAS CIPRIANO DE MOSQUERA;17;3.59;-76.64;SI;NO;NO
464;276233000251;DAGUA;I.E. EL PALMAR SEDE ANTONIO JOSE DE SUCRE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;ANTONIO JOSE DE SUCRE;18;3.6;-76.62;SI;NO;NO
465;276100000348;BOLIVAR;CENTRO EDUCATIVO CENT DOC ISABEL LA CATOLICA N. 8;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NARANJAL;ISABEL LA CATOLICA;102;4.35;-76.36;SI;NO;NO
466;276100000364;BOLIVAR;ESCUELA SAN JUAN BOSCO N. 7;NO;SIN_COINCIDENCIA_FUERTE;0.65;;;;0;;;NO;NO;NO
467;276100000372;BOLIVAR;CENTRO EDUCATIVO CENT DOC N. 6 MA INMACULADA;NO;SIN_COINCIDENCIA_FUERTE;0.5;;;;0;;;NO;NO;NO
468;;BOLIVAR;I.E. NARANJAL SEDE  PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.691;;;;0;;;NO;NO;NO
469;276606000630;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE LA ALBANIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
470;;BOLIVAR;I.E NARANJAL SEDE EL PARAISO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NARANJAL;PARAISO;10;4.35;-76.4;SI;NO;NO
471;276126000176;CALIMA;I.E. SIMON BOLIVAR SEDE PIO XII;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
472;276736000178;SEVILLA;I.E SANTA TERESITA SEDE SANTA TERESITA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA TERESITA;SANTA TERESITA;98;4.22;-75.94;SI;NO;NO
473;;SEVILLA;I.E SANTA TERESITA SEDE GENERAL SANTANDER SATELITA SAN ANTONIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
474;276250000095;EL DOVIO;I.E ACERG SEDE ATANASIO GIRARDOT;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;ATANASIO GIRARDOT;17;4.57;-76.26;SI;NO;NO
475;176243000026;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE JOSE MARIA CORDOBA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;;;;0;;;NO;NO;NO
476;276243000080;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE MARCO FIDEL SUAREZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.935;2.019;IE JUSTINIANO ECHAVARRIA;MARCO FIDEL SUAREZ;55;4.97;-76.04;SI;NO;NO
477;276243000071;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE POLICARPA SALAVARRIETA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.94;2.019;IE JUSTINIANO ECHAVARRIA;POLICARPA SALAVARRIETA;56;4.9;-76.04;SI;NO;NO
478;276616000336;RIOFRIO;ESCUELA EL SOCORRO N. 23;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;EL SOCORRO;9;4.11;-76.37;SI;NO;NO
479;276020000151;ALCALA;I.E ARTURO GÓMEZ JARAMILLO SEDE NUEVA GRANADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
480;276606000079;RESTREPO;I.E. JULIO FERNANDEZ MEDINA SEDE JUAN XXIII;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
481;276126000028;CALIMA;I.E. SIMON BOLIVAR SEDE SAN JOSE;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
482;176248000024;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE JORGE ISAACS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
483;276248000321;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE HERNANDO BORRERO CUADROS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.937;2.019;IE HERNANDO BORRERO CUADROS;HERNANDO BORRERO CUADROS;103;3.73;-76.08;SI;NO;NO
484;276233000502;DAGUA;I.E. CAMILO TORRES SEDE JUAN DEL CORRAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
485;276318000048;GUACARÍ;I.E. GENERAL SANTANDER SEDE SANTA ROSA DE LIMA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
486;276318000510;GUACARÍ;I.E. GENERAL SANTANDER SEDE SATELITE PEDRO VICENTE ABADIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;;;;0;;;NO;NO;NO
487;276318000064;GUACARÍ;I.E. GENERAL SANTANDER SEDE SAN ROQUE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
488;276318000391;GUACARÍ;I.E. GENERAL SANTANDER SEDE HEBERTH MARINO SAAVEDRA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
489;176318000264;GUACARÍ;I.E. ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA SEDE SAN ANTONIO DE GUACAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
490;276616000379;RIOFRIO;CENTRO EDUCATIVO CENT DOC N. 35 SAN JOSE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;SAN JOSÉ;22;4.1;-76.4;SI;NO;NO
491;176113000652;BUGALAGRANDE;I.E. MARIANO GONZALEZ SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
492;276113000941;BUGALAGRANDE;I.E. MARIANO GONZALEZ SEDE ANTONIA SANTOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
493;276113000436;BUGALAGRANDE;I.E. MARIANO GONZALEZ SEDE MARIANO GONZALEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MARIANO GONZALEZ;MARIANO GONZALEZ;56;4.17;-76.06;SI;NO;NO
494;276233000324;DAGUA;I.E. CAMILO TORRES SEDE LOS COMUNEROS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
495;276100000305;BOLIVAR;ESCUELA JOSE MARIA CORDOBA N.12;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
496;176041000440;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE MARCO FIDEL SUAREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.942;;;;0;;;NO;NO;NO
497;176041000016;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ANA DE LOS CABALLEROS;SANTA ANA DE LOS CABALLEROS;1100;4.8;-75.99;SI;NO;NO
498;276041000266;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE MARIA MONTESORI;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
499;176041000431;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE PIO XII;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
500;176041000423;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE MARIA INMACULADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.94;;;;0;;;NO;NO;NO
501;176041000831;ANSERMANUEVO;IE SANTA ANA DE LOS CABALLEROS SEDE LAUREANO GOMEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
502;276041000339;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE ANTONIO RICAURTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.94;;;;0;;;NO;NO;NO
503;276736000810;SEVILLA;I.E. BENJAMIN HERRERA SEDE BENJAMIN HERRERA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE BENJAMIN HERRERA;BENJAMIN HERRERA;99;4.25;-75.93;SI;NO;NO
504;276828000247;TRUJILLO;ESCUELA BELISARIO PEÑA N. 25;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIOJOSE DE SUCRE;BELISARIO PEÑA;26;4.17;-76.35;SI;NO;NO
505;276828000344;TRUJILLO;ESCUELA MARIA PEREGRINA GARCIA N. 37;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIOJOSE DE SUCRE;MARIA PEREGRINA GARCIA;9;4.17;-76.34;SI;NO;NO
506;276054000214;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE SANTA HELENA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
507;276869000171;VIJES;I.E. 20 DE JULIO SEDE 20 DE JULIO;NO;SIN_COINCIDENCIA_FUERTE;0.716;;;;0;;;NO;NO;NO
508;276306000085;GINEBRA;I.E. MANUELA BELTRAN SEDE MIGUEL ANTONIO CARO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
509;276306000174;GINEBRA;I.E. MANUELA BELTRAN SEDE MANUELA BELTRAN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUELA BELTRAN;MANUELA BELTRAN;352;3.73;-76.27;SI;NO;NO
510;176306000421;GINEBRA;I.E. MANUELA BELTRAN SEDE INMACULADA CONCEPCION;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
511;276041000070;ANSERMANUEVO;I.E JORGE ISAAC SEDE SAGRADO CORAZON DE JESUS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.941;2.019;IE JORGE ISAACS;SAGRADO CORAZON DE JESUS;10;4.83;-76.03;SI;NO;NO
512;176126800003;CALIMA;I.E PABLO SEXTO SEDE GERMAN MEJIA TASCON;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
513;276248000088;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE MERCEDES ABREGO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
514;476606000469;RESTREPO;I.E. JULIO FERNANDEZ MEDINA SEDE JULIO FERNANDEZ MEDINA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIO FERNANDEZ MEDINA;MEDINA;182;3.81;-76.53;SI;NO;NO
515;;RESTREPO;IE JULIO FERNANDEZ MEDINA SEDE MARCO FIDEL SUAREZ  (D.P);NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
516;276890000270;YOTOCO;I.E. GABRIELA MISTRAL SEDE SANTO TOMAS DE AQUINO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
517;;YOTOCO;I.E. GABRIELA MISTRAL SEDE VICENTE HERNANDO CRUZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE GABRIELA MISTRAL;GABRIELA MISTRAL;331;3.88;-76.45;SI;SI;NO
518;276890000237;YOTOCO;.I.E SAN JUAN BOSCO SEDE SAN JUAN BOSCO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JUAN BOSCO;SAN JUAN BOSCO;251;3.96;-76.41;SI;NO;NO
519;176606000198;RESTREPO;I.E. JOSE FELIX RESTREPO - SEDE LA GRAN COLOMBIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE FELIX RESTREPO;GRAN COLOMBIA;121;3.83;-76.52;SI;NO;NO
520;176606000139;RESTREPO;I.E. JORGE ELIECER GAITAN SEDE NUESTRA SEÑORA DE LA CONSOLACION;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.941;;;;0;;;NO;NO;NO
521;;RESTREPO;I.E. JOSE FELIX RESTREPO SEDE CONCENTRACION ESCOLAR URBANA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.936;2.019;IE JOSE FELIX RESTREPO;CONCENTRACION ESCOLAR URBANA;904;3.82;-76.53;SI;SI;NO
522;276606000664;RESTREPO;I.E. JOSE FELIX RESTREPO SEDE LA INDEPENDENCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE FELIX RESTREPO;LA INDEPENDENCIA;28;3.84;-76.52;SI;NO;NO
523;476606060577;RESTREPO;I.E. JULIO FERNANDEZ MEDINA SEDE BUEN VIVIR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIO FERNANDEZ MEDINA;MEDINA;182;3.81;-76.53;SI;NO;NO
524;276606060561;RESTREPO;I.E. JULIO FERNANDEZ MEDINA SEDE DIVINO NIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
525;276606000214;RESTREPO;I.E. JULIO FERNANDEZ MEDINA SEDE ANTONIA  SANTOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
526;276606000303;RESTREPO;IE JULIO FERNANDEZ MEDINA SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
527;276890000261;YOTOCO;IE SAN JUAN BOSCO SEDE SAN ANTONIO DE PIEDRAS DP;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
528;276890000172;YOTOCO;I.E. SAN JUAN BOSCO SEDE CRISTO REY;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
529;;YOTOCO;I.E. SAN JUAN BOSCO SEDE VEINTE DE JULIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
530;276890000369;YOTOCO;I.E. SAN JUAN BOSCO SEDE TAURINO IZQUIERDO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
531;276248000355;EL CERRITO;I.E. JORGE ISAACS EL PLACER SEDE JORGE ISAACS EL PLACER;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
532;276828000115;TRUJILLO;ESCUELA ANTONIO JOSE DE SUCRE N. 8;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIOJOSE DE SUCRE;ANTONIO JOSE DE SUCRE;98;4.18;-76.37;SI;NO;NO
533;276828000760;TRUJILLO;COLEGIO JULIAN TRUJILLO SAT;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIAN TRUJILLO;JULIAN TRUJILLO;414;4.21;-76.32;SI;SI;SI
534;276563000088;PRADERA;I.E. MERCEDES ABREGO SEDE GREGORIA RAMOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.907;2.019;I.E. MERCEDES ABREGO;GREGORIO RAMOS;14;3.43;-76.15;SI;NO;NO
535;;PRADERA;CDI RONDA DE NIÑOS;NO;SIN_COINCIDENCIA_FUERTE;0.438;;;;0;;;NO;NO;NO
536;;PRADERA;JARDIN INFANTIL PEQUEÑOS GIGANTES;NO;SIN_COINCIDENCIA_FUERTE;0.806;;;;0;;;NO;NO;NO
537;;PRADERA;HOGAR COMUNITARIO FLORECITAS;NO;SIN_COINCIDENCIA_FUERTE;0.432;;;;0;;;NO;NO;NO
538;;PRADERA;CDI MAYAGUEZ SIPI;NO;SIN_COINCIDENCIA_FUERTE;0.423;;;;0;;;NO;NO;NO
539;;PRADERA;HOGAR COMUNITARIO ICBF EL ALBERGUE;NO;SIN_COINCIDENCIA_FUERTE;0.407;;;;0;;;NO;NO;NO
540;;PRADERA;HOGAR COMUNITARIO ICBF LOS TOPITOS;NO;SIN_COINCIDENCIA_FUERTE;0.411;;;;0;;;NO;NO;NO
541;;PRADERA;ALCALDIA DE PRADERA CONVENIO CON EL SENA;NO;SIN_COINCIDENCIA_FUERTE;0.496;;;;0;;;NO;NO;NO
542;;PRADERA;UNIDAD DE SERVICIO LOS PITUFOS;NO;SIN_COINCIDENCIA_FUERTE;0.4;;;;0;;;NO;NO;NO
543;;PRADERA;UNIDAD DE SERVICIO MAYAGUEZ 1;NO;SIN_COINCIDENCIA_FUERTE;0.431;;;;0;;;NO;NO;NO
544;176563000016;PRADERA;I.E. ALFREDO POSADA CORREA SEDE SAN JUAN BOSCO NO. 2;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
545;176563000377;PRADERA;I.E. FRANCISCO ANTONIO ZEA SEDE SANTISIMA TRINIDAD;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
546;;PRADERA;CENTRO DE CAPACITACIÓN OCUPACIONAL PORVENIR LTDA;NO;SIN_COINCIDENCIA_FUERTE;0.384;;;;0;;;NO;NO;NO
547;;PRADERA;INSITUTO COLOMBIANO DE SABER INTEGRAL;NO;SIN_COINCIDENCIA_FUERTE;0.518;;;;0;;;NO;NO;NO
548;276563000142;PRADERA;I.E. ALFREDO POSADA CORREA SEDE DOLORES BUENO DE TEJADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
549;;PRADERA;UNIDAD DE SERVICIO SENDERO DE LOS ANGELES;NO;SIN_COINCIDENCIA_FUERTE;0.39;;;;0;;;NO;NO;NO
550;;PRADERA;UNIDAD DE SERVICIO EXPLORADORES;NO;SIN_COINCIDENCIA_FUERTE;0.424;;;;0;;;NO;NO;NO
551;;PRADERA;UNIDAD DE SERVICIOS LOS PITUFOS;NO;SIN_COINCIDENCIA_FUERTE;0.392;;;;0;;;NO;NO;NO
552;;PRADERA;UNIDAD DE SERVICIO LA GRANJA;NO;SIN_COINCIDENCIA_FUERTE;0.407;;;;0;;;NO;NO;NO
553;176563000024;PRADERA;I.E. ATENEO SEDE PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.73;;;;0;;;NO;NO;NO
554;276563000312;PRADERA;I.E. ALFREDO POSADA CORREA SEDE POLICARPA SALAVARRIETA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.931;;;;0;;;NO;NO;NO
555;176563000300;PRADERA;I.E. ALFREDO POSADA CORREA SEDE SAN JUAN BOSCO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
556;176563000032;PRADERA;I.E. ATENEO SEDE ELOY SILVA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ATENEO;ELOY SILVA;563;3.42;-76.25;SI;NO;NO
557;176563000130;PRADERA;I.E. ATENEO SEDE SANTA ISABEL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ATENEO;SANTA ISABEL;1068;3.42;-76.24;SI;NO;NO
558;176563000776;PRADERA;I.E. ALFREDO POSADA CORREA SEDE BELLO HORIZONTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
559;176563000822;PRADERA;I.E. ALFREDO POSADA CORREA SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ALFREDO POSADA CORREA;ALFREDO POSADA CORREA;983;3.42;-76.25;SI;SI;SI
560;176563000121;PRADERA;I.E. ALFREDO POSADA CORREA SEDE LEONIDAS MOSQUERA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
561;;PRADERA;JARDIN INFANTIL SEMILLITAS;NO;SIN_COINCIDENCIA_FUERTE;0.613;;;;0;;;NO;NO;NO
562;;PRADERA;FIJANDO HUELLAS;NO;SIN_COINCIDENCIA_FUERTE;0.577;;;;0;;;NO;NO;NO
563;176563000091;PRADERA;I.E. FRANCISCO ANTONIO ZEA SEDE PRINCIPAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
564;376563000431;PRADERA;I.E. FRANCISCO ANTONIO ZEA SEDE LIBARDO LOZANO GUERRERO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
565;276563000061;PRADERA;I.E. FRANCISCO ANTONIO ZEA SEDE JOSE MARIA VIVAS BALCAZAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;;;;0;;;NO;NO;NO
566;;PRADERA;HOGAR INFANTIL ALFREDO POSADA GARCIA;NO;SIN_COINCIDENCIA_FUERTE;0.561;;;;0;;;NO;NO;NO
567;176563000105;PRADERA;I.E. ATENEO SEDE BENJAMIN VALENCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ATENEO;BENJAMIN VALENCIA;370;3.42;-76.24;SI;NO;NO
568;176563000016;PRADERA;I.E. FRANCISCO ANTONIO ZEA SEDE ANTONIO RICAURTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
569;376563000538;PRADERA;I.E. ALFREDO POSADA CORREA SEDE COMUNEROS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
570;;PRADERA;INSCUC;NO;SIN_COINCIDENCIA_FUERTE;0.333;;;;0;;;NO;NO;NO
571;276563000231;PRADERA;I.E. ANTONIO NARIÑO SEDE FRANCISCO ANTONIO ZEA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
572;276563000231;PRADERA;I.E. ANTONIO NARIÑO SEDE ANTONIO NARIÑO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIO NARIÑO;ANTONIO NARIÑO;94;3.41;-76.22;SI;NO;NO
573;276563000525;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE GABRIEL GARCIA MARQUEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
574;276036000070;ANDALUCÍA;I.E. AGRICOLA COMPOALEGRE SEDE CUSTODIO GARCIA ROVIRA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE AGRICOLA CAMPOALEGRE;CUSTODIO GARCIA ROVIRA;19;4.19;-76.19;SI;NO;NO
575;276036000151;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE MARCO FIDEL SUAREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
576;276036000037;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE AGRICOLA CAMPOALEGRE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE AGRICOLA CAMPOALEGRE;AGRICOLA CAMPOALEGRE;264;4.18;-76.21;SI;NO;NO
577;276036000126;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE VICENTE H. CRUZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
578;276036000142;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE  ANTONIO JOSE DE SUCRE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
579;276036000169;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE PRIMITIVO CRESPO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
580;276036000282;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE ISABEL ARAGON;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
581;276113000347;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR SEDE ERNESTO PIZARRO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
582;276113000126;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR SEDE ANTONIO RICAURTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
583;;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR SEDE ANTONIO RICAURTE PRIMARIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
584;276113000509;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR  SEDE JULIAN URIBE URIBE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
585;176113000652;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
