ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;NIVEL_RIESGO_IRCA;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;ESTUDIANTES_ACTUAL_FINAL;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;MEN_METODO_CRUCE;MEN_SCORE_CRUCE
379;276041000207;ANSERMANUEVO;I.E EL PLACER SEDE NIÑO JESUS DE PRAGA;INVIABLE SANITARIAMENTE;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
380;276113000215;BUGALAGRANDE;I.E CEILAN SEDE JOSE ACEVEDO Y GOMEZ;SIN RIESGO;27;25;11;27;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
381;276113001009;BUGALAGRANDE;IE CEILAN SEDE VIRGEN LA MILAGROSA (I.D);SIN RIESGO;9;10;6;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
382;;BUGALAGRANDE;I.E CEILAN SEDE AGRICOLA CEILAN PRINCIPAL;SIN RIESGO;241;0;0;241;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.711
383;276113000070;BUGALAGRANDE;I.E CEILAN SEDE SIMON BOLIVAR;SIN RIESGO;95;71;185;95;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
384;276113000410;BUGALAGRANDE;IE CEILAN SEDE  POLICARPA SALAVARRIETA (DP);SIN RIESGO;80;78;81;80;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
385;276113001050;BUGALAGRANDE;I.E. CEILAN SEDE DIVINO NIÑO;SIN RIESGO;29;20;20;29;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
386;176823000031;TORO;I.E LA CONSOLACIÓN SEDE LA INMACULADA;SIN RIESGO;124;124;257;124;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
387;;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN SAN JUAN BOSCO;SIN RIESGO;18;0;6;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.99
388;;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN;SIN RIESGO;492;0;489;492;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.941
389;176823000562;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE FELIPE RIVERA;SIN RIESGO;8;8;37;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
390;176823000023;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE LA GRAN COLOMBIA;SIN RIESGO;159;159;174;159;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
391;;TORO;I.E TECNICA AGROPECUARIA INSTITUTO AGRICOLA;SIN RIESGO;0;0;326;326;MEN_SEDES_2019;COMPLEMENTADA_CON_MEN_REFERENCIA_HISTORICA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.933
392;;TORO;I.E FRAY JOSE JOAQUIN ESCOBAR;SIN RIESGO;210;0;411;210;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
393;176823000074;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE ELOY HERNANDEZ;SIN RIESGO;79;79;131;79;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
394;276823000290;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN SEDE BOYACA;SIN RIESGO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933
395;276823000508;TORO;I.E AGROPECUARIA TORO SEDE CARLOTA RENGIFO;SIN RIESGO;12;12;10;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
396;276122000171;CAICEDONIA;I.E. SAGRADO CORAZON DE JESUS SEDE LAUREANO GOMEZ;INVIABLE SANITARIAMENTE;8;9;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
397;276890000075;YOTOCO;I.E. SAN JUAN DE BOSCO SEDE DIEGO RENGIFO SALAZAR;ALTO;61;58;55;61;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
398;276020000231;ALCALA;I.E ARTURO GÓMEZ JARAMILLO SEDE SANTA TERESITA;SIN RIESGO;8;8;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
399;176020000172;ALCALA;I.E SAN JOSÉ SEDE MARÍA AUXILIADORA # 1;SIN RIESGO;360;360;0;360;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
400;176020000172;ALCALA;I.E SAN JOSE SEDE MARIA AUXILIADORA BLOQUE 2;SIN RIESGO;360;360;0;360;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
401;176020000032;ALCALA;I.E SAN JOSÉ SEDE PRINCIPAL;SIN RIESGO;384;384;535;384;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
402;176020000181;ALCALA;I.E ARTURO GOMEZ JARAMILLO SANTO TOMÁS DE AQUINO BLOQUE 1;SIN RIESGO;410;410;0;410;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
403;176020000181;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE SANTO TOMAS DE AQUINO BLOQUE 2;SIN RIESGO;410;410;0;410;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
404;276275000634;FLORIDA;I.E. IDEBIC SEDE ALFONSO LOPEZ PUMAREJO;ALTO;41;0;0;41;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
405;276275001380;FLORIDA;I.E. IDEBIC SEDE EL MIRADOR;MEDIO;11;0;12;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
406;276275000511;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE ANTONIO JOSE DE SUCRE;MEDIO;40;37;0;40;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
407;276250000176;EL DOVIO;I.E JOSE MARIA FALLA SEDE VEINTE DE JULIO;INVIABLE SANITARIAMENTE;5;5;0;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
408;276233000073;DAGUA;I.E. CAMILO TORRES SEDE ROSA ZARATE DE PEÑA;SIN RIESGO;16;0;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
409;;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE CRISTOBAL COLON-FUNDACION PRODESARROLLO COMUNITARIO;SIN RIESGO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
410;;EL CAIRO;I.E LA PRESENTACIÒN SEDE NUESTRA SEÑORA DE LAS MERCEDES-FUNDACION PRODESARROLLO COMUNITARIO;ALTO;65;0;0;65;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
411;276246000129;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE ALBAN;ALTO;8;8;133;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
412;276233000413;DAGUA;I.E. CRISTOBAL COLON SEDE TOCOTA;SIN RIESGO;24;24;59;24;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
413;276233001240;DAGUA;I.E. CRISTOBAL COLON SEDE CENTRAL CRISTOBAL COLON;SIN RIESGO;113;113;59;113;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
414;276890000253;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE ANTONIA SANTOS;BAJO;253;281;0;253;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
415;276122000261;CAICEDONIA;IE LA CONSOLITA SEDE LA POLA;ALTO;9;14;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
416;276122000147;CAICEDONIA;IE LA CONSOLITA SEDE SAN LUIS (DI);ALTO;7;4;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
417;276041000096;ANSERMANUEVO;I.E JORGE ISAAC SEDE MERCEDES ABREGO;INVIABLE SANITARIAMENTE;5;5;8;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
418;276828000093;TRUJILLO;ESCUELA PANTALEON DE LA TORRE N. 6;SIN RIESGO;47;43;52;47;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
419;276041000851;ANSERMANUEVO;I.E JORGE ISAACS SEDE ONCE DE NOVIEMBRE;INVIABLE SANITARIAMENTE;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
420;276736000330;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE NUESTRA SEÑORA DEL PERPETUO SOCORRO;ALTO;13;15;0;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
421;276250000192;EL DOVIO;I.E ACERG SEDE SAN PABLO;ALTO;12;12;37;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
422;276306000221;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE JUANA DE ARCO;INVIABLE SANITARIAMENTE;13;13;94;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
423;;EL AGUILA;I.E SANTA MARTA SEDE DIONISIO CORTES GRADO 6-11;SIN RIESGO;123;0;222;123;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
424;;EL AGUILA;I.E SANTA MARTA SEDE DIONISIO CORTES-PRIMARIA;SIN RIESGO;40;0;222;40;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
425;276122000031;CAICEDONIA;I.E. RURAL CAICEDONIA SEDE POLICARPA SALAVARRIETA;ALTO;23;13;0;23;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.674
426;276020000215;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE LA POLONIA;MEDIO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
427;176863000336;VERSALLES;I.E LA INMACULADA;SIN RIESGO;111;111;561;111;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
428;;VERSALLES;I.E. LA INMACULADA SEDE PREESCOLAR;SIN RIESGO;64;0;561;64;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
429;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;SIN RIESGO;221;221;0;221;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
430;176863000433;VERSALLES;I.E LA INMACULADA SEDE MANUELA BELTRAN;SIN RIESGO;48;48;561;48;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
431;276670000406;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE ANDRES BELLO (D.P);BAJO;12;11;21;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
432;276736000224;SEVILLA;I.E. JORGE ELIECER GAITAN SEDE ANTONIO RICAURTE;ALTO;9;8;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
433;276622000461;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE GABRIELA MISTRAL;ALTO;11;11;10;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
434;176869000460;VIJES;I.E. JORGE ROBLEDO SEDE ALVARO ORTIZ CORREA;SIN RIESGO;185;137;0;185;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
435;176869000061;VIJES;I.E. JORGE ROBLEDO SEDE POLICARPA SALAVARRIETA;SIN RIESGO;350;350;0;350;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
436;176869800008;VIJES;I.E. JORGE ROBLEDO SEDE MANUEL JOSE REINA COLLAZOS;SIN RIESGO;225;239;0;225;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
437;176869000028;VIJES;I.E. JORGE ROBLEDO SEDE JORGE ROBLEDO;SIN RIESGO;255;249;359;255;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
438;176869000460;VIJES;I.E. JORGE ROBLEDO SEDE ALVARO ORTIZ CORREA;SIN RIESGO;185;137;0;185;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
439;276869000090;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO NARIÑO;MEDIO;31;29;0;31;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
440;276306000280;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE ENRIQUE OLAYA HERRERA;SIN RIESGO;6;6;3;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.938
441;276863800001;VERSALLES;I.E LA INMACULADA SEDE LIBARDO DE JESUS GOMEZ CARDONA;SIN DATO;19;19;561;19;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
442;276250000222;EL DOVIO;I.E ACERG SEDE SANTA TERESITA;SIN DATO;16;16;45;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
443;276828000565;TRUJILLO;COLEGIO JORGE ROBLEDO;SIN RIESGO;81;86;170;81;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
444;276828000140;TRUJILLO;ESCUELA GRAL SANTANDER N. 12;SIN RIESGO;0;36;0;36;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;SIN_COINCIDENCIA_FUERTE;0.667
445;276233000618;DAGUA;I.E. EL QUEREMAL SEDE ALMIRANTE PADILLA;ALTO;15;15;62;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
446;276563000223;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE MARCO FIDEL SUAREZ;ALTO;0;20;41;20;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
447;276869000081;VIJES;I.E. JORGE ROBLEDO  SEDE JOSE ANTONIO GALAN;MEDIO;11;14;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
448;276020000061;ALCALA;IE ARTURO GOMEZ JARAMILLO SEDE JOSE IGNACIO RENGIFO;SIN RIESGO;40;40;0;40;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
449;276020000088;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE SAN AGUSTIN;SIN RIESGO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
450;276622000453;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA ANA;MEDIO;1;1;0;1;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
451;276233000154;DAGUA;I.E. CAMILO TORRES SEDE MARIA MONTESORI;SIN RIESGO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
452;276275000235;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE SAN JOAQUIN;ALTO;23;10;0;23;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
453;176126000066;CALIMA;I.E. SIMON BOLIVAR SEDE SIMON BOLIVAR;SIN RIESGO;154;154;0;154;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
454;176126800003;CALIMA;I.E. SIMON BOLIVAR  SEDE GERMAN MEJIA TASCON;SIN RIESGO;73;73;0;73;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
455;176126000082;CALIMA;I.E. GIMNASIO DEL CALIMA  SEDE GABRIELA MISTRAL;SIN RIESGO;129;129;0;129;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
456;176126000074;CALIMA;I.E GIMNASIO DEL CALIMA - SEDE MARÍA INMACULADA;SIN RIESGO;386;386;0;386;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
457;176126000058;CALIMA;I.E. GIMNASIO DEL CALIMA SEDE GIMNASIO DEL CALIMA;SIN RIESGO;617;617;0;617;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
458;276616000247;RIOFRIO;ESCUELA N. 8 MELIDA CRUZ;MEDIO;9;14;10;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
459;276041000991;ANSERMANUEVO;I.E JORGE ISAAC SEDE TERESA BORJA DE CASTRO;SIN DATO;6;6;9;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.938
460;276233000421;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE ATANASIO GIRARDOT;ALTO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
461;276233000430;DAGUA;I.E. GUILLERMO VALENCIA SEDE SAN VICENTE;SIN RIESGO;50;50;0;50;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
462;276233000243;DAGUA;I.E. EL PALMAR SEDE JOSE CELESTINO MUTIS;SIN RIESGO;10;10;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
463;276233000341;DAGUA;I.E. EL PALMAR SEDE TOMAS CIPRIANO DE MOSQUERA;SIN RIESGO;26;26;17;26;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
464;276233000251;DAGUA;I.E. EL PALMAR SEDE ANTONIO JOSE DE SUCRE;SIN RIESGO;7;7;18;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
465;276100000348;BOLIVAR;CENTRO EDUCATIVO CENT DOC ISABEL LA CATOLICA N. 8;MEDIO;58;58;102;58;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
466;276100000364;BOLIVAR;ESCUELA SAN JUAN BOSCO N. 7;MEDIO;50;0;0;50;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.65
467;276100000372;BOLIVAR;CENTRO EDUCATIVO CENT DOC N. 6 MA INMACULADA;ALTO;139;128;0;139;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.5
468;;BOLIVAR;I.E. NARANJAL SEDE  PRINCIPAL;MEDIO;112;0;0;112;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.691
469;276606000630;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE LA ALBANIA;ALTO;7;10;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
470;;BOLIVAR;I.E NARANJAL SEDE EL PARAISO;MEDIO;0;3;10;3;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
471;276126000176;CALIMA;I.E. SIMON BOLIVAR SEDE PIO XII;MEDIO;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
472;276736000178;SEVILLA;I.E SANTA TERESITA SEDE SANTA TERESITA;MEDIO;73;58;98;73;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
473;;SEVILLA;I.E SANTA TERESITA SEDE GENERAL SANTANDER SATELITA SAN ANTONIO;MEDIO;56;0;0;56;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
474;276250000095;EL DOVIO;I.E ACERG SEDE ATANASIO GIRARDOT;INVIABLE SANITARIAMENTE;18;18;17;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
475;176243000026;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE JOSE MARIA CORDOBA;SIN RIESGO;114;210;0;114;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935
476;276243000080;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE MARCO FIDEL SUAREZ;SIN RIESGO;44;24;55;44;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.935
