CODIGO_MUESTRA,TIPO_SERVICIO_FICHA,FECHA_TOMA_MUESTRA,NUMERO_ACTA,TIPO_MUESTRA,PUNTO_MUESTREO,LUGAR_TOMA_MUESTRA,DIRECCION,DEPARTAMENTO_PUNTO_MUESTREO,MUNICIPIO_PUNTO_MUESTREO,TIPO_LUGAR,CORREGIMIENTO_VEREDA,BARRIO,TIPO_FUENTE,NOMBRE_FUENTE,DEPARTAMENTO_ACUEDUCTO,MUNICIPIO,TIPO_ENTIDAD_PRESTADOR,PRESTADOR,TELEFONO_PRESTADOR,DIRECCION_PRESTADOR,ENTIDAD_REMITE_FICHA,MUESTRA_TOMADA_POR,OBSERVACIONES_FICHA,FECHA_FILTRO_RECEPCION_FICHA,ARO_FICHA,ARCHIVO_FICHA,LOTE_FICHA,RUTA_ARCHIVO_FICHA
20260303-6976-VIG,VIGILANCIA RUTINARIA,03/03/2026,0044,Agua tratada,1,PUNTO 1,VEREDA LOMA ALTA,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,LOMA ALTA - LA BALASTRERA,,QUEBRADA,LA BALASTRERA,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO LA BALASTRERA - ACUEDUCTO LA BALASTRERA,3103590168,VEREDA LOMA ALTA LA BALASTRERA,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,"REPRESENTANTE LEGAL: ALEXANDER HENAO RODRIGUEZ CC:16.776.045, TIEMPO: SECO NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE PLASTICO AMBaR DE 1.000 ML",03/03/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260303-6978-VIG,VIGILANCIA RUTINARIA,03/03/2026,OAR030326-004,Agua tratada,1211,GRIFO,FRENTE HACIENDA BREMEN KM 5 VIA ZARZAL,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,URBANO,,CORR PALMAR GUAYABAL,LAGO,EMBALSE SARA BRUT,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ROLDANILLO,2294881,CALLE 7 # 9-11,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,03/03/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260303-6979-VIG,VIGILANCIA RUTINARIA,03/03/2026,OAR030326-003,Agua tratada,1210,GRIFO,FRENTE A FRUTI NORTE,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,URBANO,,CORR TIERRA BLANCA,LAGO,EMBALSE SARA BRUT,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ROLDANILLO,2294881,CALLE 7 # 9-11,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,03/03/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260303-6980-VIG,VIGILANCIA RUTINARIA,03/03/2026,OAR030326-007,Agua tratada,1215,GRIFO,CRA 7N CALLE 7A Y 7B -JARDIN INFANTIL DOÑA EMMA,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,URBANO,,JARDIN INFANTIL DOÑA EMMA,LAGO,EMBALSE SARA BRUT,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ROLDANILLO,2294881,CALLE 7 # 9-11,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,03/03/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260303-6981-VIG,VIGILANCIA RUTINARIA,03/03/2026,0045,Agua tratada,1,PUNTO # 1,VIA LOMA ALTA COLEGIO,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,VEREDA TOCOTA,,QUEBRADA,LOS CIRUELOS,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA TOCOTA - ASOTOCOTA,3166336533,VEREDA TOCOTA,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,"REPRESENTANTE LEGAL: EDINSON DE JESUS PEREZ VALENCIA CC:6.255.716, TIEMPO: SECO NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE PLASTICO AMBaR DE 1.000 ML",03/03/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260303-6982-VIG,VIGILANCIA RUTINARIA,03/03/2026,OAR030326-006,Agua tratada,1214,GRIFO,CLL 6 SALIDA AL DOVIO URB EL PORTAL,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,URBANO,,URB EL PORTAL,LAGO,EMBALSE SARA BRUT,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ROLDANILLO,2294881,CALLE 7 # 9-11,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,03/03/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260303-6983-VIG,VIGILANCIA RUTINARIA,03/03/2026,nr69,Agua tratada,76895-1,GRIFO INSTALADO PUNTO FIJO,CR 1 CON CR 7 ESTACION DE SERVICIO LA VICTORIA,76 - VALLE DEL CAUCA,76895 - ZARZAL,URBANO,,ALIZAL,RÍO,SARABRUT,76 - VALLE DEL CAUCA,76895 - ZARZAL,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ZARZAL,2209559,CR 8 # 9-50,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON CC 6319264,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6984-VIG,VIGILANCIA RUTINARIA,03/03/2026,0046,Agua tratada,4,PUNTO # 4,CRUCERO DIVISO,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,EL DIVISO,,QUEBRADA,CAMPOALEGRE,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,JUNTA DE ACCION COMUNAL VEREDA EL DIVISO. PERSONERIA JURIDICA 069,3146045956,VEREDA EL DIVISO,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,"REPRESENTANTE LEGAL: OSCAR HERNAN MARULANDA CC:16.661.505, TIEMPO: SECO NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE PLASTICO AMBaR DE 1.000 ML",03/03/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260303-6985-VIG,VIGILANCIA RUTINARIA,03/03/2026,vh0911,Agua tratada,76660-05,grifo instalado punto fijo,cra 9 # 18-45,76 - VALLE DEL CAUCA,76606 - RESTREPO,URBANO,,el alto,QUEBRADA,quebrada la italia la mancha,76 - VALLE DEL CAUCA,76606 - RESTREPO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-RESTREPO,2522797,CL 10 # 7-41,UESVALLE - ARO TULUÁ,victor hugo tascon,"representante legal jorge enrique sanchez ceron se toma muestra de fisico quimico en frasco ambar de 1000ccy de dureza y calcio en frasco de vidrio de 1000cc, se realiza analisis de color aparente, no se toma muestra de dureza y calcio. no se hace entrega de muestra de dureza y calcio por parte del prestador.",03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6986-VIG,VIGILANCIA RUTINARIA,03/03/2026,NR70,Agua tratada,76895-2,GRIFO INSTALADO PUNTO FIJO,CR6 CL 7 ESCUELA CAMILO TORRES,76 - VALLE DEL CAUCA,76895 - ZARZAL,URBANO,,QUINDIO,RÍO,SARABRUT,76 - VALLE DEL CAUCA,76895 - ZARZAL,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ZARZAL,2209559,CR 8 # 9-50,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON CC 6319264,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6987-VIG,VIGILANCIA RUTINARIA,03/03/2026,nr-72,Agua tratada,76895-17,grifo instalado punto fijo,calle 10 con carrera 6 y 7 iglesia cristiana shammah,76 - VALLE DEL CAUCA,76895 - ZARZAL,URBANO,,gonzalo echeverry,RÍO,rio reoresa sarabrut,76 - VALLE DEL CAUCA,76895 - ZARZAL,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ZARZAL,2209559,CR 8 # 9-50,UESVALLE - ARO TULUÁ,natalia raigosa,la muestra de fisicoquimico y color aparente se toma en envase de vidrio de color ambar de 1000ml. rep legal jorge enrique sanchez ceron con cc 6319264.,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6988-VIG,VIGILANCIA RUTINARIA,03/03/2026,VH-093,Agua tratada,76890,GRIFO INSTALADO PUNTO FIJO,"CRA 1B, CALLE 2",76 - VALLE DEL CAUCA,76890 - YOTOCO,URBANO,,LA INMACULADA,RÍO,"RIO YOTOCO, Q. GUADUALITO",76 - VALLE DEL CAUCA,76890 - YOTOCO,ACUEDUCTO,ACUAVALLE S.A E.SP,3158988150,CALLE 6# 4-50,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP. LEGAL JORGE ENRIQUE SANCHEZ CERON SE TOMA MUESTRA DE FISIO QUIMICO EN FRASCO AMBAR DE 1000 C.C Y DE DUREZA Y CALCIO EN FRASCO DE VIDRIO DE 1000 C.C, SE REALIZA ANALISIS DE COLOR APARENTE, NO SE TOMA MUESTRA DE DUREZA Y CALCIO.no se hace entrega de muestra de dureza y calcio por parte del prestador.",03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6989-VIG,VIGILANCIA RUTINARIA,03/03/2026,NR68,Agua tratada,76100-1,GRIFO INSTALADO PUNTO FIJO,ESCUELA SAN JOSE,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,URBANO,,SAN JOSE,RÍO,"SARABRUT, PESCADOR",76 - VALLE DEL CAUCA,76100 - BOLÍVAR,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - BOLIVAR,2224028,CRA 4 ENTRE CALLES 2 Y 3,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON CC 6319264,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6990-VIG,VIGILANCIA RUTINARIA,03/03/2026,VH-097,Agua tratada,76126,GRIFO INSTALADO PUNTO FIJO,CALLE 9 CRA 11 BIBLIOTECA DEPARTEMENTAL,76 - VALLE DEL CAUCA,76126 - CALIMA,URBANO,,CALLE 9 CRA 1,QUEBRADA,SAN JOSE LA ITALIA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,EMCALIMA E.S.P.,2534538,CL 10 #14-63 Colinas 3,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGALSANDRA LILIANA DE LOS RIOS CALLE SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C SE REALIZA ANALISIS DE COLOR APARENTE.",03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6991-VIG,VIGILANCIA RUTINARIA,03/03/2026,vh092,Agua tratada,76660,grifo instalado punto fijo,via san pablo,76 - VALLE DEL CAUCA,76606 - RESTREPO,URBANO,,san pablo,QUEBRADA,quebrada la italia la mancha,76 - VALLE DEL CAUCA,76606 - RESTREPO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-RESTREPO,2522797,CL 10 # 7-41,UESVALLE - ARO TULUÁ,victor hugo tascon,"representante legal jorge enrique sanchez ceron se toma muestra de fisico quimico en frasco ambar de 1000cc y de dureza y calcio en frasco de vidrio de 1000cc, se realiza analisis de color aparente no se toma muestra de dureza y calcio. no se hace entrega de muestra de dureza y calcio por parte del prestador.",03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6992-VIG,VIGILANCIA RUTINARIA,03/03/2026,OAR030326-005,Agua tratada,1212,GRIFO,FRENTE SEDE EDUCATIVA CUARTO CENTENARIO,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,URBANO,,SAN JOSE OBRERO,LAGO,EMBALSE SARA BRUT,76 - VALLE DEL CAUCA,76622 - ROLDANILLO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ROLDANILLO,2294881,CALLE 7 # 9-11,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,03/03/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260303-6993-VIG,,03/03/2026,vh 095,Agua tratada,76126-7,grifo instalado punto fijo,calle 24 centro de integracion,76 - VALLE DEL CAUCA,76126 - CALIMA,URBANO,,la ciudadela,QUEBRADA,san jose,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,EMCALIMA ESP - CIUDADELA,3228091558,CL 10 # 14-63,UESVALLE - ARO TULUÁ,victor hugo tascon,rep legal sandra liliana de los rios calle - se toma muestra de fisico quimico en frasco ambar de 1000 cc - se realiza analisis de color aparente. no se hace entrega de muestra de dureza y calcio por parte del prestador.,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6994-VIG,VIGILANCIA RUTINARIA,03/03/2026,nr-73,Agua tratada,76895-18,grifo instalado punto fijo,calle 14 con carrera 4 - 5 variante zarzal la victoria,76 - VALLE DEL CAUCA,76895 - ZARZAL,URBANO,,puerta del sol,RÍO,reoresa sarabrut,76 - VALLE DEL CAUCA,76895 - ZARZAL,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ZARZAL,2209559,CR 8 # 9-50,UESVALLE - ARO TULUÁ,natalia raigosa,la muestra de fisicoquimico y color aparente se toma en envase de vidrio de color ambar de 1000ml. rep legal jorge enrique sanchez ceron cc 6319264.,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6995-VIG,VIGILANCIA RUTINARIA,03/03/2026,VH094,Agua tratada,76890,GRIFO INSTALADO PUNTO FIJO,CRA 8 CALLE 10,76 - VALLE DEL CAUCA,76890 - YOTOCO,URBANO,,ANTONIO NARIÑO,RÍO,YOTOCO GUADUALITO,76 - VALLE DEL CAUCA,76890 - YOTOCO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - YOTOCO,3146316823,CL 6 # 4-56,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL JORGE ENRIQUE SANCHEZ CERON SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C SE REALIZA ANALISIS DE COLOR APARENTE. no se hace entrega de muestra de dureza y calcio por parte del prestador.",03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6996-VIG,VIGILANCIA RUTINARIA,03/03/2026,vh 096,Agua tratada,76126-7,grifo instalado punto fijo,calle 10 cra 4 hospital san jorge,76 - VALLE DEL CAUCA,76126 - CALIMA,URBANO,,san jorge,QUEBRADA,san jose la italia,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,EMCALIMA ESP,2534538,CL 10 # 14-63,UESVALLE - ARO TULUÁ,victor hugo tascon,rep legal sandra liliana de los rios calle - se toma muestra de fisico quimico en frasco ambar de 1000 cc - se realiza analisis de color aparente. no se hace entrega de muestra de dureza y calcio por parte del prestador.,03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-6997-VIG,VIGILANCIA RUTINARIA,03/03/2026,NR-71,Agua tratada,76895-3,"GRIFO INSTALADO, PUNTO FIJO","CALLE 3 CON CRA 10, CANCHA MULTIPLE",76 - VALLE DEL CAUCA,76895 - ZARZAL,URBANO,,LOS LAGOS,RÍO,REPRESA SARABRUT,76 - VALLE DEL CAUCA,76895 - ZARZAL,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ZARZAL,2209559,CR 8 # 9-50,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA,"LA MUESTRA DE FISIO QUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000 ML, REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON C.C 6319264",03/03/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260303-7016-VIG,VIGILANCIA RUTINARIA,03/03/2026,0047,Agua tratada,1,SIN DATO,LOMA LINDA,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,VEREDA JORDANCITO,,QUEBRADA,PEÑAS RUCIAS,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,"JUNTA ADMINISTRADORA DE ACUEDUCTO PEÑAS RUCIAS VEREDA EL JORDANCITO, SAN BERNARDO. DAGUA - VALLE",3176224853,VEREDA JORDANCITO,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,"REPRESENTANTE LEGAL: JESUS EULOGIO CRUZ MORALES CC:18.415.933, TIEMPO: SECO NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE PLASTICO AMBaR DE 1.000 ML",03/03/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260303-7022-VIG,VIGILANCIA RUTINARIA,03/03/2026,0048,Agua tratada,3,PUNTO # 3,VIVIENDA SR. HUMER LOPEZ,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,VEREDA MACHADO,,QUEBRADA,PARAGUITAS,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA DE MACHADO,3182356311,VEREDA MACHADO,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: CLAUDIA PATRICIA NUÑEZ CC 1'114.730.666. TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO PLASTICO ÁMBAR DE 1.000 ML.,03/03/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260303-7023-VIG,VIGILANCIA RUTINARIA,03/03/2026,0049,Agua tratada,2334,INSTITUCION EDUCATIVA LA GRAN COLOMBIA,CARRERA 9 # 13-42,76 - VALLE DEL CAUCA,76233 - DAGUA,URBANO,,LA GRAN COLOMBIA,QUEBRADA,EL COGOLLO Y EL PASEO,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ACUAVALLE S.A ESP,6022459274,CALLE 8 N 13 - 24,UESVALLE - ARO CALI,GUSAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE PLASTICO ÁMBAR DE 1.000 ML.,03/03/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
